K,tenkan,kijun,senkou_b,shift,atr_mult,eq_ret,trades,sharpe,cagr,mdd,score
K5,23,69,184,43,12.600000000000001,13.31386626748311,308,2.5384685558567672,0.328497294928223,1.0,1.3216303219925272
K8,23,69,184,43,12.600000000000001,13.31386626748311,308,2.5384685558567672,0.328497294928223,1.0,1.3216303219925272
K3,11,11,66,5,11.4,9.719500179380107,359,2.492958211388299,0.40953984502357965,1.0,1.3186368803400532
fixed,24,72,192,46,14.100000000000001,9.759722516408763,363,2.5814745906708807,0.23244396467142914,1.0,1.3186179438039571
fixed,30,90,180,48,14.5,10.10830524750728,369,2.5773523133338156,0.23590552803509457,1.0,1.3171830464108178
fixed,28,84,196,34,13.5,11.179263581489902,286,2.5193342137433596,0.3481937735867544,1.0,1.3160586603220419
K3,23,23,92,1,8.2,12.493598081989003,286,2.36384986369439,0.6588121744033444,1.0,1.315953570537637
K3,17,34,85,7,12.8,15.643407898096552,298,2.457432164089798,0.4685058996423641,1.0,1.3150110683465879
K3,17,34,85,7,12.8,15.643407898096552,298,2.457432164089798,0.4685058996423641,1.0,1.3150110683465879
K3,17,34,85,7,12.8,15.643407898096552,298,2.457432164089798,0.4685058996423641,1.0,1.3150110683465879
fixed,8,32,32,52,3.0,2.8814572759247437,838,2.635766873403669,0.10676904716472269,1.0,1.3134908381916182
K3,20,20,80,5,14.4,17.892484634641114,322,2.4232453494820003,0.5300047655406139,1.0,1.3129486393513843
K3,24,72,192,47,14.0,5.180672014696529,292,2.5795829021950922,0.2145960079880871,1.0,1.3121285437134815
K5,24,72,192,47,14.0,5.180672014696529,292,2.5795829021950922,0.2145960079880871,1.0,1.3121285437134815
K8,24,72,192,47,14.0,5.180672014696529,292,2.5795829021950922,0.2145960079880871,1.0,1.3121285437134815
K3,21,21,84,1,9.6,16.920461389243837,314,2.443603626227425,0.48341587381467477,1.0,1.3111869378808574
K3,21,21,84,1,9.6,16.920461389243837,314,2.443603626227425,0.48341587381467477,1.0,1.3111869378808574
K3,21,21,84,1,9.6,16.920461389243837,314,2.443603626227425,0.48341587381467477,1.0,1.3111869378808574
K3,23,46,184,45,15.0,4.7557219260437,282,2.5627461290910416,0.23266865473263287,1.0,1.3074482738744146
K5,23,46,184,45,15.0,4.7557219260437,282,2.5627461290910416,0.23266865473263287,1.0,1.3074482738744146
K8,23,46,184,45,15.0,4.7557219260437,282,2.5627461290910416,0.23266865473263287,1.0,1.3074482738744146
K3,13,13,104,2,11.700000000000001,12.884921268583877,297,2.4471313286765874,0.4633167565524823,1.0,1.307273824171697
K3,23,46,69,7,14.100000000000001,15.214514497887876,315,2.430179392646686,0.4965324561101101,1.0,1.3070673724210446
fixed,22,88,198,42,13.700000000000001,9.04652276167897,413,2.5756973684315176,0.20510305891662473,1.0,1.306949338733898
fixed,8,32,40,42,1.9000000000000001,1.2673949054182176,646,2.6316425883306502,0.09130837003978653,1.0,1.306378064010326
fixed,25,75,200,37,14.8,10.540732222919857,281,2.504207726266788,0.3395441967045043,1.0,1.304387894771424
K3,22,44,176,50,12.5,7.2445420975477735,312,2.54699707907683,0.2525290097024837,1.0,1.3039569503568431
K5,22,44,176,50,12.5,7.2445420975477735,312,2.54699707907683,0.2525290097024837,1.0,1.3039569503568431
K8,22,44,176,50,12.5,7.2445420975477735,312,2.54699707907683,0.2525290097024837,1.0,1.3039569503568431
K3,21,21,84,2,10.5,18.662354313720087,330,2.4198983695413165,0.5023385668807925,1.0,1.3026405917890276
K3,21,21,84,2,10.5,18.662354313720087,330,2.4198983695413165,0.5023385668807925,1.0,1.3026405917890276
K3,21,21,84,2,10.5,18.662354313720087,330,2.4198983695413165,0.5023385668807925,1.0,1.3026405917890276
K3,8,16,40,33,3.8000000000000003,0.7516659967768955,280,2.6161806798351375,0.10774060289669873,1.0,1.3020305887700918
fixed,5,25,35,58,7.300000000000001,1.8907541973835018,563,2.6161379527387956,0.10780616626311956,1.0,1.302024621522213
fixed,9,36,45,53,1.9000000000000001,1.0334983262167854,585,2.629522668083264,0.07869995090861215,1.0,1.301323586122542
fixed,22,66,198,33,14.4,10.561202026562663,283,2.4974849798614644,0.3398279463696863,1.0,1.3004393718277845
fixed,6,30,30,57,2.4000000000000004,1.2202634748384216,552,2.6222289200056657,0.08886433326264509,1.0,1.2999966519821928
fixed,9,36,36,52,1.8,1.0238525230544822,581,2.6272003001950694,0.07815264854235471,1.0,1.299765974679748
fixed,21,63,168,46,8.9,11.456840230845149,285,2.490333940395759,0.35182985382901366,1.0,1.2997493203861596
K3,15,30,75,6,9.700000000000001,14.076506630565426,318,2.425179904192021,0.4808559431066368,1.0,1.2993647254472034
fixed,9,36,36,50,3.4000000000000004,2.7681803499811735,845,2.612057620247712,0.10431974793468202,1.0,1.2985304965290316
K3,23,23,92,3,11.9,15.54513006105184,303,2.430041083938968,0.4673179720287699,1.0,1.2982200419720116
K3,23,23,92,3,11.9,15.54513006105184,303,2.430041083938968,0.4673179720287699,1.0,1.2982200419720116
K3,23,23,92,3,11.9,15.54513006105184,303,2.430041083938968,0.4673179720287699,1.0,1.2982200419720116
K3,13,13,104,2,10.4,12.676928803404214,298,2.433089423504296,0.4601241712883666,1.0,1.2978909054890875
fixed,26,78,182,44,14.700000000000001,7.124642490124206,363,2.5615075080293894,0.20236178692471563,1.0,1.2976130408950481
fixed,23,69,184,50,14.700000000000001,9.791754374013367,372,2.545663411819246,0.23276628837944213,1.0,1.2972279336053802
K3,13,13,78,5,11.8,14.553631918829259,325,2.418050240828659,0.48754772383143785,1.0,1.2970944616466265
fixed,6,30,30,54,5.9,1.4191728279885867,503,2.610814436309139,0.09888185792406134,1.0,1.2961532191627019
K3,13,39,91,1,10.5,11.486468814024954,282,2.342139184812088,0.6339744031428711,1.0,1.2954758318301138
K8,23,69,184,47,14.0,7.120680912614622,363,2.5578019750983385,0.20231020131967625,1.0,1.2953742454549058
K3,19,95,95,3,12.700000000000001,14.278836987691067,292,2.4330183192953823,0.4514400250808672,1.0,1.2952429991014893
K3,19,95,95,3,12.700000000000001,14.278836987691067,292,2.4330183192953823,0.4514400250808672,1.0,1.2952429991014893
K3,19,95,95,3,12.700000000000001,14.278836987691067,292,2.4330183192953823,0.4514400250808672,1.0,1.2952429991014893
K3,27,81,189,44,14.100000000000001,5.282774388598027,304,2.5483558645633955,0.216721988495566,1.0,1.2940301152867069
K5,27,81,189,44,14.100000000000001,5.282774388598027,304,2.5483558645633955,0.216721988495566,1.0,1.2940301152867069
K8,27,81,189,44,14.100000000000001,5.282774388598027,304,2.5483558645633955,0.216721988495566,1.0,1.2940301152867069
K3,12,12,84,8,8.3,13.292660950488175,305,2.4199390567249712,0.4694584563641222,1.0,1.2928009709442194
K3,15,15,75,3,12.700000000000001,15.134478897260284,333,2.4065717661109773,0.4954612208721594,1.0,1.292581425928234
K3,24,24,96,2,12.0,13.922405312756728,290,2.429180819321094,0.4467659918946947,1.0,1.2915382891610647
K3,24,24,96,2,12.0,13.922405312756728,290,2.429180819321094,0.4467659918946947,1.0,1.2915382891610647
K3,24,24,96,2,12.0,13.922405312756728,290,2.429180819321094,0.4467659918946947,1.0,1.2915382891610647
K3,19,19,76,1,8.9,14.711849771714391,302,2.423375353231235,0.4569932802517893,1.0,1.2911231960142777
K3,19,19,76,1,8.9,14.711849771714391,302,2.423375353231235,0.4569932802517893,1.0,1.2911231960142777
K3,19,19,76,1,8.9,14.711849771714391,302,2.423375353231235,0.4569932802517893,1.0,1.2911231960142777
K3,29,58,203,48,13.8,6.300349072867636,290,2.5335795615629664,0.23637352283092894,1.0,1.2910597937870585
K5,29,58,203,48,13.8,6.300349072867636,290,2.5335795615629664,0.23637352283092894,1.0,1.2910597937870585
K8,29,58,203,48,13.8,6.300349072867636,290,2.5335795615629664,0.23637352283092894,1.0,1.2910597937870585
K3,24,48,72,2,8.700000000000001,17.4034431376539,338,2.407183751528187,0.4888164155378134,1.0,1.290955175578256
K3,24,48,72,2,8.700000000000001,17.4034431376539,338,2.407183751528187,0.4888164155378134,1.0,1.290955175578256
K3,24,48,72,2,8.700000000000001,17.4034431376539,338,2.407183751528187,0.4888164155378134,1.0,1.290955175578256
K3,11,22,77,6,12.3,14.26020979791021,324,2.4096658895494367,0.48345357550422596,1.0,1.2908356063809299
K3,28,84,196,42,14.8,5.10948712474771,300,2.541558739585683,0.21309515287440828,1.0,1.2888637896137323
K5,28,84,196,42,14.8,5.10948712474771,300,2.541558739585683,0.21309515287440828,1.0,1.2888637896137323
K8,28,84,196,42,14.8,5.10948712474771,300,2.541558739585683,0.21309515287440828,1.0,1.2888637896137323
K8,26,78,182,48,14.9,9.796713385451271,376,2.5303688326960176,0.2328161109004645,1.0,1.2880661328877498
K3,30,30,270,42,13.0,4.86898339665361,287,2.5535489238743416,0.18611457274881404,1.0,1.287963726149249
K5,30,30,270,42,13.0,4.86898339665361,287,2.5535489238743416,0.18611457274881404,1.0,1.287963726149249
K8,30,30,270,42,13.0,4.86898339665361,287,2.5535489238743416,0.18611457274881404,1.0,1.287963726149249
K3,22,44,88,4,12.5,12.700569977631668,305,2.4162598167123197,0.4604891355293903,1.0,1.2879026306862087
K3,22,22,88,2,13.100000000000001,12.89860485652782,304,2.311990745230767,0.6683805535266336,1.0,1.2877086131964504
K3,23,69,184,45,12.5,5.436066945745946,313,2.535799523593469,0.21985660888502356,1.0,1.2874366968215885
K5,23,69,184,45,12.5,5.436066945745946,313,2.535799523593469,0.21985660888502356,1.0,1.2874366968215885
K8,23,69,184,45,12.5,5.436066945745946,313,2.535799523593469,0.21985660888502356,1.0,1.2874366968215885
K3,28,56,168,46,14.3,10.190003023264916,282,2.474223685135572,0.3346122757539862,1.0,1.2849178938075392
K5,28,56,168,46,14.3,10.190003023264916,282,2.474223685135572,0.3346122757539862,1.0,1.2849178938075392
K8,28,56,168,46,14.3,10.190003023264916,282,2.474223685135572,0.3346122757539862,1.0,1.2849178938075392
K3,27,81,189,44,15.0,5.19167109447315,304,2.5339838395821466,0.21482653285812892,1.0,1.2848382636067266
K5,27,81,189,44,15.0,5.19167109447315,304,2.5339838395821466,0.21482653285812892,1.0,1.2848382636067266
K8,27,81,189,44,15.0,5.19167109447315,304,2.5339838395821466,0.21482653285812892,1.0,1.2848382636067266
K3,13,13,65,2,11.600000000000001,10.295692996175845,356,2.4305222921824363,0.42025995004045424,1.0,1.284391360321598
K3,23,23,92,2,9.5,15.784219598139948,311,2.4052154648965502,0.4701974413922865,1.0,1.2841885113556162
K3,23,23,92,2,9.5,15.784219598139948,311,2.4052154648965502,0.4701974413922865,1.0,1.2841885113556162
K3,23,23,92,2,9.5,15.784219598139948,311,2.4052154648965502,0.4701974413922865,1.0,1.2841885113556162
K3,9,9,63,6,9.200000000000001,8.815630272082018,361,2.442980564520463,0.3916859787476088,1.0,1.2832941323365605
fixed,5,25,35,58,6.4,1.873826730778016,572,2.5847218567314094,0.1071788433180314,1.0,1.282986767034255
K3,21,42,189,41,12.5,12.77314827640128,317,2.4747514687277534,0.32304815968566225,1.0,1.2817653291423508
K5,21,42,189,41,12.5,12.77314827640128,317,2.4747514687277534,0.32304815968566225,1.0,1.2817653291423508
K8,21,42,189,41,12.5,12.77314827640128,317,2.4747514687277534,0.32304815968566225,1.0,1.2817653291423508
fixed,22,66,176,50,11.200000000000001,10.738536911361122,284,2.4649289588658037,0.34226779306818256,1.0,1.281637713239937
K3,18,18,90,5,13.9,14.603343085616148,301,2.406137720003429,0.4556142418899227,1.0,1.2803669045690342
K3,18,18,90,5,13.9,14.603343085616148,301,2.406137720003429,0.4556142418899227,1.0,1.2803669045690342
K3,18,18,90,5,13.9,14.603343085616148,301,2.406137720003429,0.4556142418899227,1.0,1.2803669045690342
K3,25,50,200,46,12.8,4.946600663860834,295,2.5290253747414266,0.2096012251145103,1.0,1.280295592379209
K5,25,50,200,46,12.8,4.946600663860834,295,2.5290253747414266,0.2096012251145103,1.0,1.280295592379209
K8,25,50,200,46,12.8,4.946600663860834,295,2.5290253747414266,0.2096012251145103,1.0,1.280295592379209
K3,26,78,182,49,13.4,5.258263738118217,308,2.5252344315719966,0.21621445713910958,1.0,1.2800049960849307
K5,26,78,182,49,13.4,5.258263738118217,308,2.5252344315719966,0.21621445713910958,1.0,1.2800049960849307
K8,26,78,182,49,13.4,5.258263738118217,308,2.5252344315719966,0.21621445713910958,1.0,1.2800049960849307
K3,24,96,192,45,14.700000000000001,4.9899495467951,298,2.5271926610263447,0.2105393308208403,1.0,1.2794773958620589
K5,24,96,192,45,14.700000000000001,4.9899495467951,298,2.5271926610263447,0.2105393308208403,1.0,1.2794773958620589
K8,24,96,192,45,14.700000000000001,4.9899495467951,298,2.5271926610263447,0.2105393308208403,1.0,1.2794773958620589
fixed,5,25,40,57,6.0,1.5617196844395673,569,2.582874370516868,0.09496997318537992,1.0,1.2782156142657348
fixed,25,100,200,42,13.100000000000001,7.493827968589217,385,2.526376005868062,0.20707125882444988,1.0,1.277946981168172
K3,30,30,270,43,13.600000000000001,4.704846496315937,285,2.537991290718447,0.1828740440424088,1.0,1.2776569876437907
K5,30,30,270,43,13.600000000000001,4.704846496315937,285,2.537991290718447,0.1828740440424088,1.0,1.2776569876437907
K8,30,30,270,43,13.600000000000001,4.704846496315937,285,2.537991290718447,0.1828740440424088,1.0,1.2776569876437907
fixed,8,40,56,31,2.3,1.4642542826508964,651,2.5787829094948083,0.10104958586128165,1.0,1.2775846214552693
K8,21,84,189,44,12.200000000000001,7.17895573602441,373,2.5277559339621885,0.20306672216464272,1.0,1.2775735770267058
K3,24,72,168,55,12.700000000000001,6.041668257115877,288,2.5118076371970077,0.23162175637375837,1.0,1.276571109230332
K5,24,72,168,55,12.700000000000001,6.041668257115877,288,2.5118076371970077,0.23162175637375837,1.0,1.276571109230332
K8,24,72,168,55,12.700000000000001,6.041668257115877,288,2.5118076371970077,0.23162175637375837,1.0,1.276571109230332
K3,23,23,92,2,8.4,15.511838460256762,312,2.3920844616256756,0.4669141801912413,0.9999999957266276,1.2753249323147895
K3,23,23,92,2,8.4,15.511838460256762,312,2.3920844616256756,0.4669141801912413,0.9999999957266276,1.2753249323147895
K3,23,23,92,2,8.4,15.511838460256762,312,2.3920844616256756,0.4669141801912413,0.9999999957266276,1.2753249323147895
K3,21,21,84,6,10.100000000000001,15.668399403703404,313,2.3899616796268712,0.4688070169968306,1.0,1.2746191128751718
K3,21,21,84,6,10.100000000000001,15.668399403703404,313,2.3899616796268712,0.4688070169968306,1.0,1.2746191128751718
K3,21,21,84,6,10.100000000000001,15.668399403703404,313,2.3899616796268712,0.4688070169968306,1.0,1.2746191128751718
K3,25,75,200,50,14.9,6.058932224061259,289,2.5078582722284763,0.23194369829215944,1.0,1.2742980728247335
K5,25,75,200,50,14.9,6.058932224061259,289,2.5078582722284763,0.23194369829215944,1.0,1.2742980728247335
K8,25,75,200,50,14.9,6.058932224061259,289,2.5078582722284763,0.23194369829215944,1.0,1.2742980728247335
K3,19,38,95,3,10.600000000000001,12.984506783242425,286,2.406036603340885,0.43398979842103835,1.0,1.2738189015308425
K3,19,38,95,3,10.600000000000001,12.984506783242425,286,2.406036603340885,0.43398979842103835,1.0,1.2738189015308425
K3,19,38,95,3,10.600000000000001,12.984506783242425,286,2.406036603340885,0.43398979842103835,1.0,1.2738189015308425
fixed,5,25,40,57,7.1000000000000005,1.5360098592085407,559,2.5751436296712136,0.09390523726922662,1.0,1.273257748983496
K3,25,75,200,46,13.100000000000001,5.643025705717101,288,2.508909186744097,0.22398447132166255,1.0,1.272540853442957
K5,25,75,200,46,13.100000000000001,5.643025705717101,288,2.508909186744097,0.22398447132166255,1.0,1.272540853442957
K8,25,75,200,46,13.100000000000001,5.643025705717101,288,2.508909186744097,0.22398447132166255,1.0,1.272540853442957
fixed,11,55,55,25,3.8000000000000003,3.334284832778158,894,2.557459398527658,0.12590540358694846,1.0,1.2722472601926793
K8,30,30,270,35,14.600000000000001,1.304478467221263,348,2.5793509477349033,0.0698380910838774,1.0,1.268561995966105
fixed,6,30,36,52,2.9000000000000004,1.7014130921360118,627,2.563058177289849,0.10059174507117041,1.0,1.2680124298952602
K3,9,9,72,3,13.600000000000001,14.883046783041133,343,2.3650009167079484,0.4920661059301057,1.0,1.2666203818038009
K3,30,60,270,41,13.4,4.5391825262987,282,2.5200737731192264,0.17951679227451756,1.0,1.265899301553891
K5,30,60,270,41,13.4,4.5391825262987,282,2.5200737731192264,0.17951679227451756,1.0,1.265899301553891
K8,30,60,270,41,13.4,4.5391825262987,282,2.5200737731192264,0.17951679227451756,1.0,1.265899301553891
K3,14,70,70,6,12.0,15.04547627575974,329,2.37924054307261,0.46118251805049915,1.0,1.2658990812587156
K3,14,70,70,6,12.0,15.04547627575974,329,2.37924054307261,0.46118251805049915,1.0,1.2658990812587156
K3,14,70,70,6,12.0,15.04547627575974,329,2.37924054307261,0.46118251805049915,1.0,1.2658990812587156
K3,5,25,40,45,4.1,1.0779859029626953,508,2.564040619277483,0.09135066872885589,1.0,1.2658295721851465
K5,5,25,40,45,4.1,1.0779859029626953,508,2.564040619277483,0.09135066872885589,1.0,1.2658295721851465
K8,5,25,40,45,4.1,1.0779859029626953,508,2.564040619277483,0.09135066872885589,1.0,1.2658295721851465
fixed,29,87,203,48,14.8,8.553830708761266,357,2.4987319409806785,0.2196237654095472,1.0,1.2651262942112713
K3,19,19,76,1,12.8,13.075270166384183,297,2.390458406177516,0.4352579970225947,1.0,1.264852442813288
K3,19,19,76,1,12.8,13.075270166384183,297,2.390458406177516,0.4352579970225947,1.0,1.264852442813288
K3,19,19,76,1,12.8,13.075270166384183,297,2.390458406177516,0.4352579970225947,1.0,1.264852442813288
fixed,11,44,44,49,4.9,1.4180032067795363,526,2.5584030893241114,0.09882513829776185,1.0,1.2646893950837952
fixed,30,60,180,47,14.8,6.943024401683488,371,2.5075978719753134,0.1999729250961979,1.0,1.2645506007140475
K3,17,68,85,2,12.200000000000001,12.95573259303156,320,2.389863273571766,0.4335862651473572,1.0,1.2639938436872669
K3,17,68,85,2,12.200000000000001,12.95573259303156,320,2.389863273571766,0.4335862651473572,1.0,1.2639938436872669
K3,17,68,85,2,12.200000000000001,12.95573259303156,320,2.389863273571766,0.4335862651473572,1.0,1.2639938436872669
fixed,8,40,40,52,7.2,0.5408833722997128,284,2.563866119458428,0.08386061674771605,1.0,1.2634778566993714
fixed,28,84,196,48,14.3,8.207292427621212,371,2.494922514215954,0.21566622859847762,1.0,1.2616533771091156
K3,13,13,78,3,11.100000000000001,9.715540705515586,332,2.3971621736640505,0.40946449042041366,1.0,1.261136651324554
fixed,8,32,32,49,4.4,0.6447753248310499,320,2.549887478132064,0.09711301266904093,1.0,1.2590663906799509
fixed,23,69,184,50,12.9,9.169804153425233,375,2.4851158331098655,0.2263457748679285,1.0,1.2589732323262979
K3,20,20,80,7,9.8,10.941600134284712,307,2.395539893375231,0.40337704514831274,1.0,1.2583370495696324
K3,20,20,80,7,9.8,10.941600134284712,307,2.395539893375231,0.40337704514831274,1.0,1.2583370495696324
K3,20,20,80,7,9.8,10.941600134284712,307,2.395539893375231,0.40337704514831274,1.0,1.2583370495696324
K3,17,17,68,1,10.200000000000001,7.366131437923714,329,2.428721544244144,0.3367730019395987,1.0,1.2582648271283658
K3,17,17,68,1,10.200000000000001,7.366131437923714,329,2.428721544244144,0.3367730019395987,1.0,1.2582648271283658
K3,17,17,68,1,10.200000000000001,7.366131437923714,329,2.428721544244144,0.3367730019395987,1.0,1.2582648271283658
K3,30,30,270,31,12.0,1.0253061019351017,288,2.5616958819270814,0.0704355588212997,1.0,1.2581481968026387
K5,30,30,270,31,12.0,1.0253061019351017,288,2.5616958819270814,0.0704355588212997,1.0,1.2581481968026387
K8,30,30,270,31,12.0,1.0253061019351017,288,2.5616958819270814,0.0704355588212997,1.0,1.2581481968026387
K3,22,44,176,43,12.4,10.929862245483214,301,2.4427859508164183,0.30291346663976837,1.0,1.2565456104817814
K5,22,44,176,43,12.4,10.929862245483214,301,2.4427859508164183,0.30291346663976837,1.0,1.2565456104817814
K8,22,44,176,43,12.4,10.929862245483214,301,2.4427859508164183,0.30291346663976837,1.0,1.2565456104817814
fixed,8,40,40,48,4.300000000000001,1.2704904221077928,544,2.5481782187128452,0.09146729752912308,1.0,1.256347120486444
K3,24,24,72,2,7.5,18.315814236149563,347,2.343759576180279,0.49869266438983706,1.0,1.2558635450251183
K3,24,24,72,2,7.5,18.315814236149563,347,2.343759576180279,0.49869266438983706,1.0,1.2558635450251183
K3,24,24,72,2,7.5,18.315814236149563,347,2.343759576180279,0.49869266438983706,1.0,1.2558635450251183
fixed,25,75,175,46,13.200000000000001,9.02531663475042,375,2.480200921709074,0.2248030311447522,1.0,1.2555614623688698
fixed,30,90,270,35,14.3,1.1449017990835717,304,2.5567068913560007,0.06943352702751504,1.0,1.2548541929218548
K3,26,52,182,45,13.0,5.081473907867533,312,2.4844747213256237,0.21250023862068868,1.0,1.2544349043815808
K5,26,52,182,45,13.0,5.081473907867533,312,2.4844747213256237,0.21250023862068868,1.0,1.2544349043815808
K8,26,52,182,45,13.0,5.081473907867533,312,2.4844747213256237,0.21250023862068868,1.0,1.2544349043815808
K3,11,11,77,3,4.9,7.938422311544722,348,2.402520091363629,0.37295941369755625,0.9973833029672299,1.2541848880372755
K3,23,69,92,2,12.600000000000001,10.592615439152032,287,2.2839802407115015,0.6105395275773371,0.9995745800198164,1.2536776286941569
K8,30,30,180,48,14.200000000000001,9.111299724668543,375,2.4721083684230125,0.22572352620942238,1.0,1.2509820789166342
fixed,7,35,35,62,4.8,1.2336984870604302,479,2.537957494902961,0.08956570247838291,1.0,1.2496442076852914
K3,11,22,88,1,11.5,7.187762105472462,293,2.403365716583232,0.35564147548730674,1.0,1.248711872596131
fixed,21,42,189,42,14.0,8.097799669649406,281,2.4294435363008335,0.30200033469925724,1.0,1.2482662221902772
fixed,6,30,30,53,4.9,0.6333448721905459,290,2.5320236021879956,0.09568887399211068,1.0,1.2479208235104307
fixed,26,78,208,46,14.4,7.854669524280727,349,2.4691912491923618,0.21149722513099545,1.0,1.2449639170547158
fixed,20,80,160,52,12.3,4.2371716607271495,280,2.463783823573538,0.21883724396844917,1.0,1.2439214673346575
fixed,25,75,200,46,14.5,7.447835803424912,357,2.4682115162113383,0.20649486285343976,1.0,1.2428753685828349
fixed,5,25,35,45,5.0,1.610487101612407,648,2.522065589520092,0.09696334761958436,1.0,1.2423283579979303
K3,24,24,96,3,10.700000000000001,12.089861750283443,288,2.3597438284525047,0.4210937192007891,1.0,1.2421744128317396
K3,24,24,96,3,10.700000000000001,12.089861750283443,288,2.3597438284525047,0.4210937192007891,1.0,1.2421744128317396
K3,24,24,96,3,10.700000000000001,12.089861750283443,288,2.3597438284525047,0.4210937192007891,1.0,1.2421744128317396
K3,13,39,91,2,10.0,11.224939338175501,301,2.255196362281151,0.6272614194464639,1.0,1.2412962432026298
K3,6,24,36,46,3.4000000000000004,1.2051248288231995,516,2.5184942316126286,0.09912423263704806,1.0,1.2408338087586916
K5,6,24,36,46,3.4000000000000004,1.2051248288231995,516,2.5184942316126286,0.09912423263704806,1.0,1.2408338087586916
K8,6,24,36,46,3.4000000000000004,1.2051248288231995,516,2.5184942316126286,0.09912423263704806,1.0,1.2408338087586916
K3,18,36,72,7,8.2,14.097011606443024,333,2.3257742223953026,0.48114722921249764,1.0,1.2398087022009308
K8,29,87,174,55,6.0,1.7923861540077959,404,2.517240620146755,0.09454168969536125,1.0,1.2387068789966613
K3,25,75,175,49,13.9,4.831655678974784,306,2.460786163802777,0.20708382104203138,1.0,1.2385968445942754
K5,25,75,175,49,13.9,4.831655678974784,306,2.460786163802777,0.20708382104203138,1.0,1.2385968445942754
K8,25,75,175,49,13.9,4.831655678974784,306,2.460786163802777,0.20708382104203138,1.0,1.2385968445942754
fixed,30,90,180,34,14.100000000000001,9.871491984620823,294,2.3988916160730254,0.33001402680251957,1.0,1.238339177684571
fixed,5,25,35,50,5.1000000000000005,1.5453123716215118,620,2.5162315860119433,0.09429160897001587,1.0,1.2380264342981706
K3,28,84,196,34,14.8,11.19819508445484,313,2.410169527128787,0.3060104637977006,1.0,1.2379048554165824
K5,28,84,196,34,14.8,11.19819508445484,313,2.410169527128787,0.3060104637977006,1.0,1.2379048554165824
K8,28,84,196,34,14.8,11.19819508445484,313,2.410169527128787,0.3060104637977006,1.0,1.2379048554165824
K3,27,27,81,1,10.4,10.139528750376297,287,2.263361915024139,0.5980997739052232,1.0,1.23744708118605
fixed,24,72,192,39,12.5,7.908172329728028,280,2.4128138715979914,0.2987266876452921,1.0,1.2373063292523825
fixed,29,58,203,40,14.700000000000001,6.653901149556327,374,2.4632559964350826,0.19606523603520332,1.0,1.2367731686716106
fixed,22,66,198,50,14.9,8.111140456713505,359,2.4537620577192385,0.21454407948898435,1.0,1.2366204584782383
K3,15,30,75,2,12.5,10.937627593867406,313,2.2503462637825624,0.6197519592649299,1.0,1.2361333460490163
K3,13,26,78,2,9.8,11.416553372603632,321,2.2436215521976735,0.6321909777156376,1.0,1.2358302246332953
K3,27,54,189,40,12.3,7.980788435542751,284,2.408697025252435,0.29998748585903345,1.0,1.235214460909171
K5,27,54,189,40,12.3,7.980788435542751,284,2.408697025252435,0.29998748585903345,1.0,1.235214460909171
K8,27,54,189,40,12.3,7.980788435542751,284,2.408697025252435,0.29998748585903345,1.0,1.235214460909171
fixed,30,90,270,34,11.100000000000001,1.2412201894468606,340,2.523744522176021,0.06743292923285171,1.0,1.2344765920754681
fixed,7,28,28,56,4.300000000000001,0.5762274323417613,285,2.5122744941196826,0.08844854299051352,1.0,1.2338992593689635
fixed,10,30,40,47,3.3000000000000003,1.2680090036140297,553,2.5104148001901914,0.09133991397207097,1.0,1.233650854305736
K3,18,72,72,5,13.100000000000001,13.167323763192115,323,2.3376915426563043,0.43653703192297066,1.0,1.2335760351706737
K3,18,72,72,5,13.100000000000001,13.167323763192115,323,2.3376915426563043,0.43653703192297066,1.0,1.2335760351706737
K3,18,72,72,5,13.100000000000001,13.167323763192115,323,2.3376915426563043,0.43653703192297066,1.0,1.2335760351706737
fixed,30,90,270,36,11.0,1.2787092146049717,344,2.5210183656200953,0.06886572566313065,1.0,1.2332707370709963
K3,19,19,171,40,11.0,0.9615497596751457,297,2.512169145183167,0.08385496936504078,1.0,1.2324579779194125
K5,19,19,171,40,11.0,0.9615497596751457,297,2.512169145183167,0.08385496936504078,1.0,1.2324579779194125
K8,19,19,171,40,11.0,0.9615497596751457,297,2.512169145183167,0.08385496936504078,1.0,1.2324579779194125
fixed,6,30,36,49,4.7,1.5242514468638797,619,2.5062754076242992,0.09341502541157931,1.0,1.2317897521980532
K3,26,78,182,51,12.4,4.544774482405666,296,2.451050197351928,0.2006019983677394,1.0,1.2308107179214784
K5,26,78,182,51,12.4,4.544774482405666,296,2.451050197351928,0.2006019983677394,1.0,1.2308107179214784
K8,26,78,182,51,12.4,4.544774482405666,296,2.451050197351928,0.2006019983677394,1.0,1.2308107179214784
fixed,27,81,189,41,14.8,17.1283746609151,384,2.403756842779326,0.2903198939575298,1.0,1.2293500738548544
K3,22,44,198,39,11.4,7.87143682613141,282,2.399540333076789,0.29808541635243535,1.0,1.2291498247518038
K5,22,44,198,39,11.4,7.87143682613141,282,2.399540333076789,0.29808541635243535,1.0,1.2291498247518038
K8,22,44,198,39,11.4,7.87143682613141,282,2.399540333076789,0.29808541635243535,1.0,1.2291498247518038
K3,21,63,189,32,15.0,7.922355019487455,283,2.398969842478325,0.29897364412734273,1.0,1.2290739987251977
K5,21,63,189,32,15.0,7.922355019487455,283,2.398969842478325,0.29897364412734273,1.0,1.2290739987251977
K8,21,63,189,32,15.0,7.922355019487455,283,2.398969842478325,0.29897364412734273,1.0,1.2290739987251977
